victim;gang;date;Victim Country;Victim sectors;NumberN/AofN/Aemployees;Sales;Ransom Currency;Ransom Paid
isspol.gov;lockbit3;12/2/2024;Ecuador;Public;;;;
grotonschools;lockbit3;12/2/2024;Usa;Education;707;$48.7M;;
Kreyenhop & Kluge;hunters;12/2/2024;Germany;Service;73;$7.1M;;
silverairways;lockbit3;12/2/2024;Usa;Transportation;509;$105.3M;;
textiles.tw;lockbit3;12/2/2024;Taiwan;Industrial;66;$14.2M;;
cabc.ar;lockbit3;12/2/2024;Argentina;Industrial;;;;
plexustelerad;lockbit3;12/2/2024;Usa;Healthcare;;;;
fidcornelis;lockbit3;12/2/2024;Belgium;Service;;;;
camarotto.it;lockbit3;12/2/2024;Italy;Retail;;;;
Kadac Australia;medusalocker;12/2/2024;Australia;Service;59;$6.4M;;
LILI'S BROWNIES;8base;11/2/2024;France;Financial;;;;
Amoskeag Network Consulting Group ;medusalocker;11/2/2024;Usa;Service;;;;
lacollineskincare;lockbit3;11/2/2024;Switzerland;Healthcare;25;$7.2M;;
Upper Merion Township;qilin;10/2/2024;Usa;Entertainment;291;$29.7M;;
YKP LTDA;ransomhub;10/2/2024;Brazil;Service;;;;
Benchmark Management Group;hunters;10/2/2024;Usa;Hospitality;51-200;;;
Nastech;hunters;10/2/2024;United arab emirates;Technology;11-50;;;
Lancaster County Sheriff's Office;hunters;10/2/2024;Usa;Public;11-50;;;
Village of Skokie;hunters;10/2/2024;Usa;Hospitality;129;$16.5M;;
Avianor Aircraft;hunters;10/2/2024;Canada;Transportation;316;$21.5M;;
Carespring Healthcare Care;hunters;10/2/2024;Usa;Healthcare;1704;$57.3M;;
Dalmahoy Hotel & Country Club;hunters;10/2/2024;Uk;Hospitality;72;$13.4M;;
Groupe Goyette;hunters;10/2/2024;Canada;Transportation;184;$25.8M;;
Impact Energy Services;hunters;10/2/2024;Canada;Energy;67;$12.1M;;
SOPEM Tunisie;hunters;10/2/2024;Tunesia;Industrial;28;$11.6M;;
mranet;abyss;10/2/2024;Usa;Service;220;$61.7M;;
maddockhenson;alphv;10/2/2024;Usa;Service;;;;
aisgonline;lockbit3;10/2/2024;Usa;Technology;;;;
verdimed;lockbit3;10/2/2024;Spain;Hospitality;39;$15.2M;;
Pacific American Fish Company Inc.;ransom;10/2/2024;Usa;Hospitality;392;$20.4M;;
water.cc;lockbit3;9/2/2024;Usa;Public;153;$9.1M;;
J.P. Original;bianlian;9/2/2024;Usa;Industrial;37;$9M;;
CTSI;bianlian;9/2/2024;Usa;Healthcare;378;$25.1M;;
TechNet Kronoberg AB;bianlian;9/2/2024;Sweden;Technology;;;;
magierp;lockbit3;9/2/2024;Usa;Service;;;;
Grace Lutheran Foundation;alphv;9/2/2024;Usa;Service;164;$17.3M;;
Drost Kivlahan McMahon & O'Connor ;bianlian;9/2/2024;Usa;Education;42;$5.8M;;
Capozzi Adler;bianlian;9/2/2024;Usa;Service;29;$6.9M;;
ZGEO;qilin;9/2/2024;Austria;Industrial;;;;
alfiras;lockbit3;9/2/2024;United arab emirates;Service;;;;
wannago.cloud;qilin;9/2/2024;United arab emirates;Technology;;$13.6M;;
sokence.co.jp;lockbit3;9/2/2024;Japan;Construction;;;;
grupomoraval;lockbit3;9/2/2024;Spain;Construction;37;;;
willislease;blackbasta;9/2/2024;Usa;Industrial;361;$448.1M;;
indoramaventures;lockbit3;9/2/2024;Thailand;Industrial;29056;;;
maximumresearch;lockbit3;9/2/2024;Usa;Communication;200;$62.1M;;
cdtmedicus.pl;lockbit3;9/2/2024;Poland;Healthcare;686;;;
northseayachtsupport.nl;lockbit3;9/2/2024;Netherlands;Industrial;;;;
posen;abyss;9/2/2024;Usa;Industrial;;;;
moneyadvicetrust;lockbit3;9/2/2024;Uk;Service;143;$86.6M;;
bsaarchitects;lockbit3;9/2/2024;Usa;Industrial;;;;
seymourct;lockbit3;9/2/2024;Usa;Public;75;;;
parksite;cactus;9/2/2024;Usa;Construction;750;$452.7M;;
macqueeneq;lockbit3;9/2/2024;Usa;Industrial;254;$23.7M;;
galbusera.it [STUDIO GALBUSERA COMMERCIALISTI ASSOCIATI];lockbit3;9/2/2024;Italy;Consumer;830;$5.9M;;
solveindustrial;werewolves;9/2/2024;Usa;Industrial;60;$12.8M;;
Ducont;hunters;8/2/2024;Usa;Technology;260;$55.3M;;
perkinsmfg;lockbit3;8/2/2024;Usa;Industrial;26;;;
originalfootwear;lockbit3;8/2/2024;Usa;Industrial;420;$22.6M;;
Distecna;akira;8/2/2024;Argentina;Technology;384;$62.7M;;
Jewish Home Lifecare;alphv;8/2/2024;Usa;Healthcare;2249;$345.4M;;
Western Municipal Construction;blacksuit;7/2/2024;Usa;Construction;;;;
TeraGo;akira;7/2/2024;Canada;Technology;101;$19M;;
Southwest Binding & Laminating;blacksuit;7/2/2024;Usa;Industrial;61;$15.9M;;
transaxle;abyss;7/2/2024;Usa;Industrial;186;$60.5M;;
PWS The Laundry Company;8base;7/2/2024;Usa;Service;101;$17.4M;;
Tetrosyl Group Limited;8base;7/2/2024;Uk;Industrial;723;$197M;;
Anderco PTE LTD;8base;7/2/2024;Singapore;Industrial;139;$22.3M;;
Harinck;8base;7/2/2024;Belgium;Industrial;;;;
CERALP;8base;7/2/2024;France;Financial;78;;;
Worthen Industries;8base;7/2/2024;Usa;Industrial;300;$141.3M;;
PJ Green Inc;8base;7/2/2024;Usa;Technology;75;$28.3M;;
YRW Limited Chartered Accountants;8base;7/2/2024;New zealand;Financial;;$5.3M;;
Karl Rieker GmbH and Co. KG;8base;7/2/2024;Germany;Consumer;;;;
Therme Laa Hotel and Silent Spa;8base;7/2/2024;Austria;Hospitality;314;;;
vimarequipment;lockbit3;7/2/2024;Canada;Service;;;;
axsbolivia;lockbit3;7/2/2024;Bolivia;Technology;344;$57.7M;;
Shipleys LLP;ransomhouse;7/2/2024;Uk;Service;112;$19.3M;;
deltron;abyss;6/2/2024;Usa;Technology;;$13.7M;;
Celeste;akira;6/2/2024;France;Technology;423;$158.9M;;
AVer Information;akira;6/2/2024;Taiwan;Industrial;;;;
B&B Electric Inc;bianlian;6/2/2024;Usa;Energy;238;$43.1M;;
Hbl Cpas;ransomhouse;6/2/2024;Usa;Financial;38;$7.8M;;
ArpuPlus;medusalocker;6/2/2024;Egypt;Technology;180;$62M;;
gocco;cactus;6/2/2024;Spain;Service;4615;$937.9M;;
spbglobal;cactus;6/2/2024;Spain;Industrial;628;$32.4M;;
Modern Kitchens;play;6/2/2024;Usa;Hospitality;;;;
PerryMcCall Construction;play;6/2/2024;Usa;Construction;70;$8.4M;;
Albert Bartlett;play;6/2/2024;Uk;Hospitality;535;$369.6M;;
Mason Construction;play;6/2/2024;Usa;Construction;267;$26.7M;;
McMillan Pazdan Smith;play;6/2/2024;Usa;Industrial;311;$22.1M;;
Hannon Transport;play;6/2/2024;Uk;Transportation;400;$130.6M;;
Northeastern Sheet Metal;play;6/2/2024;Usa;Industrial;49;$13.4M;;
Ready Mixed Concrete;play;6/2/2024;Usa;Industrial;436;$125.1M;;
Greenwich Leisure;play;6/2/2024;Uk;Public;9983;$332.6M;;
Leaders Staffing;play;6/2/2024;Usa;Industrial;630;$150;;
Douglas County Libraries;play;6/2/2024;Usa;Entertainment;306;$29.9M;;
Premier Facility Management;play;6/2/2024;Usa;Service;124;$23.4M;;
Virgin Islands Lottery;play;6/2/2024;Usa;Energy;70;$14M;;
asecos;blackbasta;6/2/2024;Germany;Service;211;$12.9M;;
VailSummit Orthopaedics & Neurosurgery (VSON);alphv;5/2/2024;Usa;Healthcare;;;;
themisbourne.co;lockbit3;5/2/2024;Uk;Education;64;$15.8M;;
VCS Observation;akira;5/2/2024;Netherlands;Technology;90;$27.1M;;
Campaign for TobaccoFree Kids;blacksuit;5/2/2024;Usa;Public;163;$29.8M;;
davisfrenchassociates.co;lockbit3;5/2/2024;Uk;Service;;;;
hutchpaving;lockbit3;5/2/2024;Usa;Construction;118;$21.3M;;
GRTC Transit System;bianlian;5/2/2024;Usa;Transportation;460;$179.6M;;
noe.wifi.at;lockbit3;5/2/2024;Austria;Technology;255;$20.1M;;
ksaarchitecture;lockbit3;5/2/2024;Usa;Industrial;;;;
tgestiona;lockbit3;5/2/2024;Brazil;Transportation;341;$582.5M;;
ultraflexx;lockbit3;5/2/2024;Usa;Transportation;72;$27.2M;;
semesco;lockbit3;5/2/2024;Cyprus;Service;91;;;
portline.pt;lockbit3;5/2/2024;Portugal;Transportation;57;$18.8M;;
logtainer;lockbit3;5/2/2024;Italy;Transportation;;;;
prima;lockbit3;5/2/2024;Usa;Hospitality;;;;
philogen;lockbit3;5/2/2024;Italy;Research;51-200;;;
DOD contractors you are welcome in our chat.;donutleaks;5/2/2024;Usa;Public;;;;
Easley & Sciba;bianlian;4/2/2024;Usa;Service;;;;
cxm;lockbit3;4/2/2024;Usa;Industrial;3869;$732M;;
Commonwealth Sign;qilin;4/2/2024;Usa;Consumer;;$5.2M;;
FEPCO Zona Franca SAS;knight;4/2/2024;Colombia;Energy;664;$18.6M;;
pbwtulsa;lockbit3;3/2/2024;Usa;Financial;;;;
Thomas LLP;bianlian;2/2/2024;Usa;Service;51-200;;;
Digitel Venezuela;medusalocker;2/2/2024;Venezuela;Technology;3803;$727.2M;;
Chaney;bianlian;2/2/2024;Usa;Healthcare;461;$144.2M;;
manitougroup;lockbit3;2/2/2024;France;Industrial;4500;$2B;;
AbelSantosyAsociados;knight;2/2/2024;Argentina;Industrial;;;;
lexcaribbean;lockbit3;2/2/2024;Barbados;Service;90;$13.1M;;
Law Office of Michael H Joseph;bianlian;2/2/2024;Usa;Service;;;;
Tandem;bianlian;2/2/2024;Usa;Entertainment;;;;
Innovex Downhole Solutions;play;2/2/2024;Usa;Energy;1137;$467.2M;;
DIROX LTDA;knight;1/2/2024;Vietnam;Service;;;;
Vhs-vaterstetten;cloak;1/2/2024;Germany;Public;;;;
etsolutions.mx;threeam;1/2/2024;Mexico;Service;61;$10.5M;;
stemcor;lockbit3;1/2/2024;Uk;Industrial;297;$39.5M;;
manchesterfertility;lockbit3;1/2/2024;Uk;Healthcare;68;$6.3M;;
gatesshields;lockbit3;1/2/2024;Usa;Service;;;;
Borah Goldstein Altschuler Nahins & Goidel;akira;1/2/2024;Usa;Service;128;$26.3M;;
dmsimaging;cuba;1/2/2024;France;Healthcare;126;$38.3M;;
taloninternational;lockbit3;1/2/2024;Usa;Industrial;85;$45.5M;;
bandcllp;lockbit3;1/2/2024;Usa;Service;;;;
Southwark Council;meow;1/2/2024;Uk;Public;1001-5000;;;
Robert D. Clements Jr Law Group;bianlian;1/2/2024;Usa;Service;;;;
CNPC Peru S.A.;rhysida;1/2/2024;Peru;Energy;260;$37.2M;;
derrama.pe;lockbit3;31/1/2024;Peru;Education;500;$7.1M;;
apeagers;lockbit3;31/1/2024;Australia;Industrial;8000;$6.6B;;
mnorch;lockbit3;31/1/2024;Usa;Entertainment;184;$25.7M;;
Galaxy Fireworks;medusalocker;31/1/2024;Usa;Service;;$5.5M;;
Hydraflow;alphv;31/1/2024;Usa;Industrial;251;$56.9M;;
LeClair Group;alphv;31/1/2024;Usa;Service;38;$42.1M;;
SportsMEDIA Technology;alphv;31/1/2024;Usa;Technology;554;$147.2M;;
Sefin;akira;31/1/2024;Italy;Technology;98;$26.8M;;
North Hill;blacksuit;31/1/2024;Usa;Healthcare;346;$32.7M;;
Genesis Motors;trigona;31/1/2024;Australia;Industrial;30;$7.5M;;
Ausa;trigona;31/1/2024;Usa;Industrial;512;$66.2M;;
Daher Contracting;trigona;31/1/2024;Usa;Construction;;$5.9M;;
CMG Drainage Engineering;trigona;31/1/2024;Usa;Service;;;;
Séquano;8base;31/1/2024;France;Construction;;;;
Meag Vasystem AB;8base;31/1/2024;Sweden;Service;97;$6.2M;;
Nbbl;8base;31/1/2024;Norway;Public;40;;;
Basin Trucking and Oilfield Services ;8base;31/1/2024;Usa;Energy;53;$6M;;
VVD Elettrotecnica Srl;8base;31/1/2024;Italy;Industrial;11-50;;;
Elliott Wave International;8base;31/1/2024;Usa;Financial;70;$11.6M;;
Geographe;8base;31/1/2024;Australia;Industrial;114;$34.1M;;
Able One a Quadbridge Company;8base;31/1/2024;Canada;Service;40;$22.3M;;
Diamond Technical Services;8base;31/1/2024;Usa;Service;299;$51.6M;;
mrm.mx;lockbit3;31/1/2024;Mexico;Transportation;370;$62.5M;;
sahchicago;lockbit3;31/1/2024;Usa;Healthcare;998;;;
clackamas.edu;lockbit3;30/1/2024;Usa;Public;935;$47.5M;;
MA Engineering;bianlian;30/1/2024;Usa;Service;28;$6.1M;;
TECHNICA;alphv;30/1/2024;Usa;Technology;1232;$141.9M;;
grimme.dk;lockbit3;29/1/2024;Denmark;Industrial;30;$5.7M;;
crowe.za;lockbit3;29/1/2024;South africa;Service;;;;
ese;lockbit3;29/1/2024;Germany;Service;;;;
Lomma Crane & Rigging;trigona;29/1/2024;Usa;Construction;286;$25.3M;;
Castilleja School;akira;29/1/2024;Usa;Education;154;$37.9M;;
ABECOM LTDA;knight;29/1/2024;Brazil;Financial;;;;
Chamber of Deputies of Romania;knight;29/1/2024;Romania;Public;;;;
Safe Plating;akira;29/1/2024;Usa;Industrial;62;$12.3M;;
Get Away Today;akira;29/1/2024;Usa;Hospitality;73;$17.8M;;
Waterford Country School Inc;ransom;29/1/2024;Usa;Education;107;$15.7M;;
Black Butte Coal Co;ransom;29/1/2024;Usa;Service;163;$33.4M;;
Dutton Brock;alphv;29/1/2024;Canada;Service;120;$17.5M;;
CORBETT EXTERMINATING Inc;ransom;29/1/2024;Usa;Healthcare;74;$14.9M;;
Benjamin Plumbing Inc;ransom;29/1/2024;Usa;Construction;30;$7M;;
Cislo and Thomas LLP;bianlian;29/1/2024;Usa;Service;112;$7.3M;;
North American University;ransom;29/1/2024;Usa;Education;141;$18M;;
mordfin;qilin;28/1/2024;Usa;Service;;;;
oogp;cactus;27/1/2024;Usa;Healthcare;46;$11.4M;;
vidalung.ai;abyss;27/1/2024;Usa;Healthcare;100;$21M;;
Kansas City Area Transportation Authority;medusalocker;26/1/2024;Usa;Transportation;793;$261.3M;;
Shoma group;bianlian;26/1/2024;Usa;Construction;59;$18.7M;;
Image Craft;bianlian;26/1/2024;Usa;Communication;84;$31.1M;;
Cislo & Thomas LLP;bianlian;26/1/2024;Usa;Service;112;$7.3M;;
ehsd;lockbit3;26/1/2024;Usa;Service;128;$11M;;
sipicorp;blackbasta;26/1/2024;Usa;Industrial;203;$55.1M;;
Brazilian Business Park;akira;26/1/2024;Brazil;Hospitality;238;$20.3M;;
Eland Energy;mydata;26/1/2024;Usa;Energy;79;$17.8M;;
Valley TeleCom Group;akira;26/1/2024;Usa;Technology;78;$19.4M;;
jaygroup;cactus;26/1/2024;Usa;Transportation;285;$62.2M;;
securinux.net;lockbit3;26/1/2024;Israel;Technology;;;;
Draneas Huglin Dooley ;alphv;26/1/2024;Usa;Service;;;;
Lush;akira;26/1/2024;Uk;Industrial;10001-50000;;;
OrthoNY;incransom;25/1/2024;Usa;Healthcare;335;$44M;;
Four Hands ;0mega;25/1/2024;Usa;Industrial;540;$232M;;
CloudFire Italy;medusalocker;25/1/2024;Italy;Technology;;;;
The Wiser Financial Group;bianlian;25/1/2024;Usa;Financial;;$6.4M;;
NOVA Business Law Group;bianlian;25/1/2024;Usa;Service;;;;
leclairgroup;blackbasta;25/1/2024;Usa;Financial;38;$42.1M;;
ANI Networks;akira;25/1/2024;Usa;Technology;203;$59.1M;;
caravanclub.co;lockbit3;25/1/2024;Uk;Public;255;$102.7M;;
Toronto Zoo;akira;25/1/2024;Canada;Public;279;$45.5M;;
neafidi;qilin;25/1/2024;Italy;Financial;31;;;
wannagocloud;qilin;25/1/2024;United arab emirates;Technology;<25;$13.6M;;
Brightstar Care;alphv;24/1/2024;Usa;Healthcare;;;;
Hawbaker Engineering;ransomhouse;24/1/2024;Usa;Service;1893;$269.3M;;
Innovative Automation;hunters;24/1/2024;Usa;Technology;;$24.6M;;
Charles Trent;hunters;24/1/2024;Uk;Industrial;238;$27.4M;;
Thorite Group;hunters;24/1/2024;Uk;Industrial;109;$69.7M;;
Tamdown;hunters;24/1/2024;Uk;Service;835;$141.5M;;
Forgepresion;cloak;24/1/2024;Usa;Education;;;;
SANDALAWOFFICES;clop;24/1/2024;India;Service;201-500;;;
carri;mydata;24/1/2024;France;Industrial;;;;
IntegrityInc Integrity Inc;mydata;24/1/2024;Usa;Healthcare;392;$32.6M;;
icnartem;lockbit3;24/1/2024;France;Education;276;$58.7M;;
mikeferry;mydata;24/1/2024;Usa;Hospitality;116;$17.8M;;
a24group ambition24hours.co.za;mydata;24/1/2024;Uk;Healthcare;;;;
accoladegroup + levelwear +Taiwan microelectronics(CRM).;mydata;24/1/2024;Canada;Consumer;;;;
gadotbio/ Gadot Biochemical Industries Ltd;mydata;24/1/2024;Israel;Industrial;38;$26.8M;;
Dirig Sheet Metal;akira;24/1/2024;Usa;Industrial;82;$18.4M;;
Winona Pattern & Mold;meow;24/1/2024;Usa;Service;;$6.7M;;
Signature Performance Insurance;medusalocker;24/1/2024;Usa;Healthcare;1500;$317M;;
Bikesportz Imports;8base;24/1/2024;Australia;Entertainment;;$6.4M;;
Groupe Sweetco;8base;24/1/2024;France;Industrial;352;$17.9M;;
MBC Law Professional Corporation;alphv;24/1/2024;Canada;Service;;$8M;;
Glimstedt;8base;24/1/2024;Sweden;Service;336;$39.4M;;
Sunfab Hydraulics AB;8base;24/1/2024;Sweden;Industrial;68;;;
Midwest Service Center;8base;24/1/2024;Usa;Industrial;86;$16.7M;;
La Ligue;8base;24/1/2024;France;Education;;;;
micrometals;abyss;23/1/2024;Usa;Industrial;279;$29M;;
synergyfinancialgrp;abyss;23/1/2024;Usa;Financial;;;;
lyonshipyard;lockbit3;23/1/2024;Usa;Service;314;$53.1M;;
Cryopak;akira;23/1/2024;Usa;Energy;371;$28.4M;;
sierrafrontgroup;lockbit3;23/1/2024;Usa;Technology;;;;
fairmontfcu;blackbasta;23/1/2024;Usa;Public;96;$10M;;
prudentpublishing;blackbasta;23/1/2024;Usa;Service;164;$38.6M;;
cinfab;blackbasta;23/1/2024;Usa;Industrial;111;$24.6M;;
haes.ca;blackbasta;23/1/2024;Canada;Energy;202;$51.9M;;
kivibros;blackbasta;23/1/2024;Usa;Transportation;333;$52.3M;;
dupontrestauration.fr;blackbasta;23/1/2024;France;Hospitality;170;$114.2M;;
ktbslaw;blackbasta;23/1/2024;Usa;Service;35;$8.7M;;
Milestone Environmental Contracting;akira;23/1/2024;Canada;Service;29;$7.7M;;
Wilhoit Properties;akira;23/1/2024;Usa;Hospitality;318;$53.1M;;
stemcor;blackbasta;23/1/2024;Uk;Industrial;297;$39.5M;;
unitedindustries.co.nz;blackbasta;23/1/2024;New zealand;Industrial;;;;
Total Air Solutions;alphv;23/1/2024;Usa;Industrial;82;$9.2M;;
Herrs;alphv;23/1/2024;Usa;Hospitality;1600;$675M;;
envea.global;blackbasta;23/1/2024;France;Technology;570;$29.1M;;
R.C. Moore Trucking;hunters;23/1/2024;Usa;Transportation;317;$53.8M;;
Smith Capital Press Release;monti;23/1/2024;Usa;Financial;;;;
ARPEGE;8base;23/1/2024;France;Service;280;$58.8M;;
C and F Packing Company Inc.;8base;23/1/2024;Usa;Industrial;128;$15M;;
HOE Pharmaceuticals Sdn Bhd;ransomhouse;22/1/2024;Malaysia;Industrial;208;$17.7M;;
agc;blackbasta;22/1/2024;Japan;Industrial;50001-100000;;;
davidsbridal;lockbit3;22/1/2024;Usa;Service;9000;$211.1M;;
southernwater.co;blackbasta;22/1/2024;Uk;Energy;2000;;;
Double Eagle Development;hunters;22/1/2024;Usa;Hospitality;90;$25.6M;;
Richmond Fellowship Scotland;medusalocker;22/1/2024;Uk;Healthcare;87;$31.7M;;
The Gainsborough Bath;medusalocker;22/1/2024;Uk;Hospitality;83;$13.6M;;
Pozzi Italy;medusalocker;22/1/2024;Italy;Industrial;;$9.4M;;
Waldner's;medusalocker;22/1/2024;Usa;Service;147;$27.1M;;
ANS COMPUTER;alphv;22/1/2024;Belgium;Technology;;;;
deknudtframes;cuba;22/1/2024;Belgium;Industrial;51-200;;;
hughessupplyco;lockbit3;22/1/2024;Usa;Industrial;87;$17M;;
qtcenergy;lockbit3;22/1/2024;Thailand;Industrial;173;$38M;;
wittmann.at;lockbit3;22/1/2024;Austria;Industrial;157;$7.9M;;
duconind;lockbit3;22/1/2024;United arab emirates;Construction;115;$18.9M;;
gattoplaters;lockbit3;22/1/2024;Usa;Industrial;82;$13.4M;;
synnexgrp;lockbit3;22/1/2024;Taiwan;Service;5563;;;
shenandoahtx;lockbit3;22/1/2024;Usa;Public;76;;;
cmmt.tw;lockbit3;22/1/2024;Taiwan;Industrial;2365;$293.6M;;
umitiles;lockbit3;22/1/2024;Thailand;Industrial;853;$73.7M;;
cct.or.th;lockbit3;22/1/2024;Thailand;Public;;;;
stjohnrochester;lockbit3;21/1/2024;Usa;Education;107;$15.2M;;
jasman.mx;lockbit3;21/1/2024;Mexico;Industrial;129;$14.2M;;
Martinaire Aviation;bianlian;21/1/2024;Usa;Transportation;138;$22.9M;;
KC Pharmaceuticals;bianlian;21/1/2024;Usa;Industrial;105;$22.5M;;
North Star Tax And Accounting;bianlian;21/1/2024;Usa;Service;;;;
bmccpa;lockbit3;21/1/2024;Usa;Communication;;;;
subway;lockbit3;21/1/2024;Usa;Hospitality;;;;
homewaremmien;lockbit3;21/1/2024;Belgium;Service;;;;
tvjahnrheine;lockbit3;21/1/2024;Germany;Research;;;;
marxan;lockbit3;21/1/2024;Spain;Construction;;;;
Worthen Industries;alphv;20/1/2024;Usa;Industrial;300;$141.3M;;
swiftair;lockbit3;20/1/2024;Usa;Transportation;442;$19.9M;;
wendy.mx;lockbit3;20/1/2024;Mexico;Hospitality;;;;
Anna Jaques Hospital;moneymessage;19/1/2024;Usa;Healthcare;1200;$176.2M;;
seiu1000;lockbit3;19/1/2024;Usa;Public;160;$45.5M;;
pratt.edu;lockbit3;19/1/2024;Usa;Education;103;$12.5M;;
Sykes Consulting;incransom;19/1/2024;Usa;Service;;;;
dywidag;lockbit3;19/1/2024;Germany;Construction;717;$461M;;
TPG Architecture;play;19/1/2024;Usa;Industrial;195;$53.5M;;
jdbchina;lockbit3;19/1/2024;China;Hospitality;;;;
Busse & Busee;alphv;19/1/2024;Usa;Service;;;;
Hydratek;akira;19/1/2024;Canada;Service;1315;;;
HamiltonMadison House;akira;19/1/2024;Usa;Service;336;$12.7M;;
Alupar Investimento SA;hunters;19/1/2024;Brazil;Financial;;;;
evit.edu;lockbit3;19/1/2024;Usa;Education;240;$13M;;
PROJECTSW;qilin;19/1/2024;Saudi arabia;Industrial;;;;
foxsemicon;lockbit3;19/1/2024;Taiwan;Industrial;1086;$428M;;
Malongo France;8base;19/1/2024;France;Industrial;261;$6.8M;;
Vision Plast;trigona;18/1/2024;France;Industrial;80;;;
Fertility North;trigona;18/1/2024;Australia;Healthcare;25;;;
Premier Facility Management;trigona;18/1/2024;Usa;Service;124;$23.4M;;
Samuel Sekuritas Indonesia & Samuel Aset Manajemen;trigona;18/1/2024;Indonesia;Financial;;$17.7M;;
uffs.edu;stormous;18/1/2024;Brazil;Education;649;$896.6M;;
LT Business Dynamics;bianlian;18/1/2024;Usa;Service;11-50;;;
GROWTH by NCRC;bianlian;18/1/2024;Usa;Hospitality;;;;
Groveport Madison Schools;blacksuit;18/1/2024;Usa;Education;647;$48.3M;;
digipwr;lockbit3;18/1/2024;Usa;Energy;25;$51.8M;;
jaffeandasher;lockbit3;18/1/2024;Usa;Service;72;$11.6M;;
Gallup McKinley County Schools;hunters;18/1/2024;Usa;Education;1325;$71.8M;;
aercap;slug;18/1/2024;Ireland;Transportation;501-1000;;;
DENHAM the Jeanmaker;akira;17/1/2024;Netherlands;Industrial;145;$37.7M;;
Stone;medusalocker;17/1/2024;Usa;Entertainment;;;;
JspPharma;insane;17/1/2024;India;Industrial;;$16.6M;;
Axfast AB;8base;17/1/2024;Sweden;Hospitality;;$7.5M;;
Nexus Telecom Switzerland AG;8base;17/1/2024;Switzerland;Technology;100;$20.9M;;
SIVAM Coatings S.p.A.;8base;17/1/2024;Italy;Industrial;51-200;;;
Washtech;8base;17/1/2024;New zealand;Service;82;$5.9M;;
Syndicat Général des Vignerons de la Champagne;8base;17/1/2024;France;Hospitality;77;$22.6M;;
onyxfire;noname;16/1/2024;Canada;Service;900;$572.9M;;
selmi;noname;16/1/2024;Brazil;Industrial;;$6.9M;;
nobleweb;noname;16/1/2024;Usa;Hospitality;45;$12.4M;;
millgate.co;lockbit3;16/1/2024;Uk;Technology;149;$61.8M;;
Becker Logistics;akira;16/1/2024;Usa;Transportation;160;$167.2M;;
Bestway Sales;akira;16/1/2024;Usa;Hospitality;150;$6.8M;;
Premium Guard;akira;16/1/2024;Usa;Industrial;45;$6.1M;;
TGS Transportation;akira;16/1/2024;Usa;Transportation;46;$9.1M;;
F J O'Hara & Sons;qilin;16/1/2024;Usa;Service;25;$6.1M;;
Donear Industries;bianlian;16/1/2024;India;Industrial;2421;$95.6M;;
Beit Handesai;malekteam;15/1/2024;Israel;Industrial;;;;
maisonsdelavenir;lockbit3;15/1/2024;France;Construction;;;;
shinwajpn.co.jp;lockbit3;15/1/2024;Japan;Industrial;836;$131.1M;;
hostedit.co;lockbit3;15/1/2024;Uk;Service;;;;
vasudhapharma;lockbit3;15/1/2024;India;Industrial;1001-5000;$271.8M;;
Ausa;hunters;15/1/2024;Spain;Industrial;512;$66.2M;;
Northeast Spine and Sports Medicine's;bianlian;15/1/2024;Usa;Healthcare;;;;
American International College;unsafe;14/1/2024;Usa;Education;782;$134.6M;;
Hartl European Transport Company;unsafe;14/1/2024;Austria;Transportation;72;$45.8M;;
Republic Shipping Consolidators;bianlian;14/1/2024;Usa;Transportation;;;;
kai.id FF;stormous;14/1/2024;Indonesia;Transportation;;;;
amenitek;lockbit3;14/1/2024;Usa;Technology;;;;
turascandinavia;lockbit3;13/1/2024;Norway;Retail;84;$18.8M;;
Lee Spring;rhysida;13/1/2024;Usa;Industrial;181;$34.6M;;
Malabar Gold & Diamonds;snatch;13/1/2024;India;Consumer;159;$18.3M;;
Charm Sciences;snatch;13/1/2024;Usa;Research;371;$66.7M;;
Banco Promerica;snatch;13/1/2024;Costa rica;Financial;730;$282.6M;;
arrowinternational;lockbit3;12/1/2024;Usa;Industrial;1200;;;
pharrusa;threeam;12/1/2024;Usa;Industrial;1531;$36M;;
thecsi;threeam;12/1/2024;Canada;Transportation;643;$112.5M;;
Builcore;alphv;12/1/2024;Usa;Service;11-50;;;
hotelcontinental.no;qilin;12/1/2024;Norway;Hospitality;140;$53.9M;;
olea;lockbit3;12/1/2024;Usa;Industrial;51-200;;;
asburyauto;cactus;12/1/2024;Usa;Retail;15000;$15.4B;;
Washington School For The Deaf;ransom;12/1/2024;Usa;Education;;;;
International Trade Brokers and Forwarders;8base;12/1/2024;Usa;Transportation;;$5.2M;;
Former S.p.A.;8base;12/1/2024;Italy;Industrial;;;;
